,turnover,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,promotion,department,salary
7449,0.0,0.79,0.97,5,208.0,4,1,0,technical,medium
7450,0.0,0.53,0.51,4,174.0,2,0,0,support,medium
7451,0.0,0.7,0.6,3,267.0,3,0,0,support,medium
7452,0.0,0.74,0.56,3,125.0,6,0,0,support,medium
7453,0.0,0.95,0.76,4,220.0,3,0,0,support,medium
7454,0.0,0.49,0.57,4,141.0,3,0,0,support,medium
7455,0.0,0.79,0.9,5,146.0,3,1,0,support,high
7456,0.0,0.99,0.86,3,166.0,2,0,0,support,low
7457,0.0,0.56,0.79,4,197.0,2,0,0,support,medium
7458,0.0,0.7,0.79,4,240.0,2,0,0,support,medium
7459,0.0,0.93,0.65,4,258.0,3,0,0,support,medium
7460,0.0,0.46,0.66,6,229.0,3,0,0,support,medium
7461,0.0,0.24,0.61,5,252.0,4,0,0,technical,medium
7462,0.0,0.32,0.41,3,138.0,3,1,0,technical,medium
7463,0.0,0.5,0.78,4,208.0,3,1,0,technical,medium
7464,0.0,0.58,0.72,3,113.0,3,1,0,management,medium
7465,0.0,0.83,0.81,4,209.0,4,0,0,IT,medium
7466,0.0,0.57,0.42,2,248.0,4,0,0,IT,medium
7467,0.0,0.51,0.83,5,161.0,3,0,0,IT,low
7468,0.0,0.65,0.96,2,246.0,2,1,0,IT,low
7469,0.0,0.52,0.41,3,283.0,3,0,0,IT,low
7470,0.0,0.77,0.7,3,145.0,2,0,0,product_mng,low
7471,0.0,0.42,0.77,3,270.0,3,0,0,product_mng,low
7472,0.0,0.68,0.79,4,273.0,4,0,0,product_mng,low
7473,0.0,0.83,0.92,4,187.0,6,1,0,product_mng,low
7474,0.0,0.66,0.63,3,166.0,3,0,0,IT,high
7475,0.0,0.75,0.57,3,158.0,2,1,0,RandD,low
7476,0.0,0.65,0.48,4,229.0,3,0,0,RandD,high
7477,0.0,0.49,0.6,3,191.0,3,1,0,RandD,high
7478,0.0,0.77,0.96,3,232.0,2,1,0,RandD,low
7479,0.0,0.65,0.97,3,198.0,3,0,0,RandD,low
7480,0.0,0.65,0.49,5,238.0,4,0,0,marketing,high
7481,0.0,0.44,0.58,2,157.0,2,0,0,sales,low
7482,0.0,0.61,0.72,4,134.0,2,0,0,accounting,medium
7483,0.0,0.98,0.89,3,150.0,3,0,0,support,high
7484,0.0,0.68,0.88,5,256.0,2,0,0,technical,medium
7485,0.0,0.58,0.5,3,208.0,3,0,0,management,medium
7486,0.0,0.81,0.92,3,136.0,3,0,0,marketing,medium
7487,0.0,0.76,0.5,4,136.0,3,0,0,marketing,medium
7488,0.0,0.14,0.93,4,180.0,4,0,0,marketing,high
7489,0.0,0.49,0.91,3,227.0,3,0,0,sales,medium
7490,0.0,0.97,0.78,5,156.0,3,0,0,sales,medium
7491,0.0,0.91,0.6,4,133.0,4,1,0,sales,medium
7492,0.0,0.15,0.98,2,96.0,2,0,0,sales,high
7493,0.0,0.82,0.63,3,171.0,3,0,0,sales,medium
7494,0.0,0.67,0.87,3,177.0,4,0,0,sales,high
7495,0.0,0.5,0.96,4,274.0,3,0,0,sales,low
7496,0.0,0.57,0.39,2,145.0,3,0,0,sales,medium
7497,0.0,0.99,0.94,5,221.0,2,0,0,sales,medium
7498,0.0,0.97,0.94,3,202.0,2,0,0,sales,medium
7499,0.0,0.93,0.58,5,238.0,2,0,0,sales,medium
7500,0.0,0.62,0.6,4,170.0,2,0,0,sales,low
7501,0.0,0.62,0.51,4,208.0,2,1,0,sales,low
7502,0.0,0.96,0.61,4,199.0,3,0,0,sales,low
7503,0.0,0.98,0.96,4,253.0,3,0,0,sales,low
7504,0.0,0.52,0.57,4,239.0,3,0,0,sales,low
7505,0.0,0.56,0.77,5,279.0,4,0,0,sales,low
7506,0.0,0.14,0.41,6,114.0,3,0,0,sales,low
7507,0.0,0.29,0.38,6,105.0,5,0,0,sales,low
7508,0.0,0.76,0.81,4,193.0,3,1,0,accounting,low
7509,0.0,0.39,0.58,3,152.0,3,1,0,accounting,low
7510,0.0,0.96,0.72,4,228.0,2,0,0,accounting,high
7511,0.0,0.84,0.93,3,242.0,4,0,0,hr,low
7512,0.0,0.81,0.62,4,197.0,3,0,0,hr,low
7513,0.0,0.51,0.51,5,222.0,4,0,0,hr,low
7514,0.0,0.87,0.75,3,222.0,3,0,0,hr,low
7515,0.0,0.94,0.77,5,233.0,4,0,0,technical,high
7516,0.0,0.69,0.97,4,264.0,3,0,0,technical,low
7517,0.0,0.44,0.53,3,132.0,3,1,0,technical,low
7518,0.0,0.85,0.55,5,182.0,3,0,0,technical,low
7519,0.0,0.18,0.86,6,264.0,3,0,0,technical,high
7520,0.0,0.91,0.74,6,253.0,2,0,0,technical,low
7521,0.0,0.81,0.83,3,193.0,3,0,0,technical,medium
7522,0.0,0.82,0.59,5,143.0,2,1,0,technical,high
7523,0.0,0.48,0.79,3,180.0,2,0,0,technical,medium
7524,0.0,0.92,0.84,3,220.0,3,1,0,technical,high
7525,0.0,0.94,0.88,5,150.0,4,0,0,technical,medium
7526,0.0,1.0,0.56,3,182.0,3,0,0,support,medium
7527,0.0,0.96,0.91,3,257.0,3,0,0,support,medium
7528,0.0,0.24,0.74,3,269.0,4,1,0,support,medium
7529,0.0,0.62,0.89,5,243.0,3,0,0,support,medium
7530,0.0,0.55,0.76,4,257.0,3,0,0,support,medium
7531,0.0,0.82,0.52,5,233.0,2,0,0,support,medium
7532,0.0,0.62,0.56,4,267.0,4,0,0,support,medium
7533,0.0,0.61,0.69,4,160.0,2,1,0,support,high
7534,0.0,0.72,0.52,3,143.0,4,1,0,support,low
7535,0.0,0.45,0.76,4,143.0,2,1,0,support,medium
7536,0.0,0.51,0.93,3,162.0,4,0,0,support,medium
7537,0.0,0.42,0.53,3,181.0,5,0,0,technical,medium
7538,0.0,0.69,0.64,3,286.0,3,0,0,technical,medium
7539,0.0,0.61,0.66,2,111.0,3,0,0,technical,medium
7540,0.0,0.5,0.98,5,177.0,4,0,0,management,medium
7541,0.0,0.25,0.68,4,279.0,5,1,0,IT,medium
7542,0.0,0.88,0.89,4,135.0,3,0,0,IT,medium
7543,0.0,0.81,0.66,3,160.0,2,0,0,IT,medium
7544,0.0,0.75,0.77,3,178.0,4,0,0,IT,high
7545,0.0,0.77,0.8,3,147.0,3,0,0,IT,low
7546,0.0,0.55,0.72,3,204.0,2,0,0,product_mng,low
7547,0.0,0.7,0.73,5,151.0,2,0,0,product_mng,low
7548,0.0,0.96,0.78,3,209.0,2,0,0,product_mng,high
7549,0.0,0.18,0.73,6,225.0,4,0,0,product_mng,low
7550,0.0,0.22,0.62,6,142.0,3,0,0,IT,low
7551,0.0,0.95,0.49,3,158.0,2,0,0,RandD,low
7552,0.0,0.37,0.71,2,139.0,4,0,0,RandD,high
7553,0.0,0.84,0.45,3,263.0,2,0,0,RandD,low
7554,0.0,0.8,0.68,3,160.0,3,0,0,RandD,low
7555,0.0,0.57,0.55,2,173.0,2,0,0,RandD,low
7556,0.0,0.98,0.63,3,169.0,2,0,0,marketing,low
7557,0.0,0.95,0.62,3,161.0,3,0,0,sales,low
7558,0.0,0.8,0.65,4,172.0,3,1,0,accounting,low
7559,0.0,0.52,0.7,3,257.0,3,0,0,support,low
7560,0.0,0.31,0.62,2,139.0,3,0,0,technical,medium
7561,0.0,0.71,0.59,5,245.0,2,0,0,management,medium
7562,0.0,0.71,0.85,3,260.0,3,0,0,marketing,medium
7563,0.0,0.5,0.96,5,229.0,4,0,0,marketing,medium
7564,0.0,0.95,0.9,2,129.0,5,0,0,marketing,medium
7565,0.0,0.95,0.77,3,184.0,4,0,0,sales,medium
7566,0.0,0.65,0.85,4,204.0,3,0,0,sales,medium
7567,0.0,0.94,0.72,3,152.0,2,1,0,sales,medium
7568,0.0,0.72,0.85,4,142.0,3,0,0,sales,medium
7569,0.0,0.94,0.79,4,136.0,2,0,0,sales,medium
7570,0.0,0.79,0.94,4,216.0,4,0,0,sales,medium
7571,0.0,0.6,0.58,3,201.0,3,0,0,sales,medium
7572,0.0,0.62,0.76,4,163.0,3,0,0,sales,high
7573,0.0,0.94,0.74,4,224.0,5,0,0,sales,low
7574,0.0,0.24,0.5,4,209.0,3,0,0,sales,medium
7575,0.0,0.17,0.71,5,257.0,4,1,0,sales,medium
7576,0.0,0.66,0.83,4,234.0,4,0,0,sales,medium
7577,0.0,0.65,0.56,3,221.0,2,0,0,sales,medium
7578,0.0,0.51,0.62,2,186.0,2,0,0,sales,low
7579,0.0,0.41,0.75,4,199.0,3,0,0,sales,low
7580,0.0,0.98,0.99,3,235.0,3,0,0,sales,low
7581,0.0,0.96,0.55,5,211.0,2,0,0,sales,low
7582,0.0,0.55,0.97,4,136.0,4,0,0,sales,low
7583,0.0,0.99,0.71,4,155.0,3,0,0,sales,low
7584,0.0,0.51,0.98,4,269.0,3,0,0,accounting,low
7585,0.0,0.74,0.9,3,285.0,3,0,0,accounting,low
7586,0.0,0.81,0.87,5,241.0,3,0,0,accounting,low
7587,0.0,0.51,0.87,3,180.0,4,0,0,hr,low
7588,0.0,0.53,0.55,5,224.0,2,1,0,hr,low
7589,0.0,0.67,0.48,6,107.0,2,1,0,hr,low
7590,0.0,0.68,0.64,2,167.0,2,0,0,hr,low
7591,0.0,0.69,0.63,3,137.0,3,0,0,technical,low
7592,0.0,0.71,0.65,4,239.0,3,0,0,technical,low
7593,0.0,0.64,0.56,3,239.0,3,0,0,technical,low
7594,0.0,0.62,0.58,3,148.0,2,1,0,technical,low
7595,0.0,0.81,0.5,4,231.0,3,1,0,technical,low
7596,0.0,0.84,0.54,4,179.0,2,0,0,technical,low
7597,0.0,1.0,0.67,3,181.0,2,0,0,technical,low
7598,0.0,0.72,0.73,5,184.0,4,1,0,technical,low
7599,0.0,0.57,0.67,3,207.0,2,0,0,technical,medium
7600,0.0,0.73,0.99,4,152.0,4,0,0,technical,medium
7601,0.0,0.91,0.59,4,133.0,4,0,0,technical,medium
7602,0.0,0.98,0.85,4,178.0,3,0,0,support,medium
7603,0.0,0.58,0.95,4,173.0,3,0,0,support,medium
7604,0.0,0.73,0.52,2,113.0,5,1,0,support,medium
7605,0.0,0.96,0.95,3,236.0,2,0,0,support,medium
7606,0.0,0.57,0.98,3,188.0,5,0,0,support,medium
7607,0.0,0.77,0.73,3,269.0,2,0,0,support,medium
7608,0.0,0.3,0.85,2,203.0,3,0,0,support,medium
7609,0.0,0.85,0.75,3,214.0,3,0,0,support,medium
7610,0.0,0.49,0.83,2,185.0,6,0,0,support,medium
7611,0.0,0.77,0.43,4,265.0,6,0,0,support,high
7612,0.0,1.0,0.99,4,184.0,4,0,0,support,low
7613,0.0,0.85,0.74,3,157.0,3,0,0,technical,medium
7614,0.0,0.87,0.75,3,258.0,3,0,0,technical,medium
7615,0.0,0.9,0.79,3,222.0,6,1,0,technical,medium
7616,0.0,0.71,0.8,5,248.0,4,0,0,management,medium
7617,0.0,0.59,0.56,5,162.0,4,0,0,IT,low
7618,0.0,0.85,0.74,3,250.0,3,1,0,IT,low
7619,0.0,0.72,0.82,4,231.0,3,0,0,IT,low
7620,0.0,0.73,0.65,3,165.0,3,0,0,IT,low
7621,0.0,0.9,0.54,3,272.0,2,0,0,IT,low
7622,0.0,0.59,0.65,4,177.0,2,0,0,product_mng,low
7623,0.0,0.52,0.9,3,133.0,3,0,0,product_mng,low
7624,0.0,0.85,0.49,4,159.0,3,0,0,product_mng,low
7625,0.0,0.35,0.4,3,130.0,3,0,0,product_mng,low
7626,0.0,0.7,0.68,3,185.0,4,0,0,IT,low
7627,0.0,0.58,0.86,3,182.0,3,0,0,RandD,low
7628,0.0,0.89,0.5,2,238.0,4,0,0,RandD,low
7629,0.0,0.54,0.63,3,211.0,3,0,0,RandD,low
7630,0.0,0.55,0.89,4,209.0,3,0,0,RandD,low
7631,0.0,0.77,0.62,5,190.0,3,0,0,RandD,low
7632,0.0,0.55,0.61,4,272.0,4,1,0,marketing,low
7633,0.0,0.6,0.77,3,202.0,3,0,0,sales,low
7634,0.0,0.75,0.9,4,185.0,3,0,0,accounting,low
7635,0.0,0.57,0.88,3,176.0,3,0,0,support,low
7636,0.0,0.69,0.94,4,239.0,3,0,0,technical,low
7637,0.0,0.87,0.98,4,238.0,3,1,0,management,low
7638,0.0,0.69,0.36,5,269.0,6,1,0,marketing,medium
7639,0.0,0.58,0.92,3,232.0,5,0,0,marketing,medium
7640,0.0,0.87,0.64,2,148.0,6,1,0,marketing,medium
7641,0.0,0.71,0.77,3,149.0,2,0,0,sales,medium
7642,0.0,0.74,0.78,4,203.0,2,0,0,sales,medium
7643,0.0,0.75,0.53,5,235.0,3,0,0,sales,medium
7644,0.0,0.5,0.54,2,269.0,2,1,0,sales,medium
7645,0.0,0.59,0.86,4,260.0,2,0,0,sales,medium
7646,0.0,0.81,0.84,3,216.0,3,0,0,sales,medium
7647,0.0,0.34,0.55,3,136.0,2,1,0,sales,medium
7648,0.0,0.53,0.87,5,158.0,3,0,0,sales,medium
7649,0.0,0.94,0.85,4,180.0,4,0,0,sales,medium
7650,0.0,0.76,0.77,5,133.0,2,0,0,sales,high
7651,0.0,0.2,0.58,5,199.0,4,0,0,sales,low
7652,0.0,0.97,0.67,3,169.0,2,1,0,sales,medium
7653,0.0,0.96,0.72,3,195.0,2,0,0,sales,medium
7654,0.0,0.81,0.5,5,205.0,3,0,0,sales,medium
7655,0.0,0.2,0.48,4,156.0,4,1,0,sales,medium
7656,0.0,0.53,0.71,3,125.0,2,1,0,sales,low
7657,0.0,0.75,0.76,3,171.0,4,0,0,sales,low
7658,0.0,0.55,0.91,4,199.0,3,0,0,sales,low
7659,0.0,0.58,0.65,5,187.0,2,0,0,sales,low
7660,0.0,0.99,0.64,4,218.0,4,0,0,accounting,low
7661,0.0,0.96,0.86,4,268.0,3,0,0,accounting,low
7662,0.0,0.82,0.92,3,257.0,2,0,0,accounting,low
7663,0.0,0.88,0.77,4,224.0,5,1,0,hr,low
7664,0.0,0.78,0.97,4,221.0,4,0,0,hr,low
7665,0.0,0.46,0.47,6,101.0,5,0,0,hr,low
7666,0.0,0.88,0.59,3,224.0,2,0,0,hr,low
7667,0.0,0.91,0.55,3,223.0,4,1,0,technical,low
7668,0.0,0.6,0.68,4,271.0,4,0,0,technical,low
7669,0.0,0.82,0.51,3,210.0,2,0,0,technical,low
7670,0.0,0.67,0.56,4,241.0,3,0,0,technical,low
7671,0.0,0.55,0.61,3,209.0,3,0,0,technical,low
7672,0.0,0.73,0.62,5,186.0,4,0,0,technical,low
7673,0.0,0.59,0.68,4,273.0,2,0,0,technical,low
7674,0.0,0.4,0.65,6,172.0,2,1,0,technical,low
7675,0.0,0.56,0.99,3,209.0,2,0,0,technical,low
7676,0.0,0.87,0.57,4,175.0,2,1,0,technical,low
7677,0.0,0.5,0.53,5,239.0,3,0,0,technical,medium
7678,0.0,0.98,0.79,4,231.0,4,0,0,support,medium
7679,0.0,0.71,0.96,4,131.0,3,0,0,support,medium
7680,0.0,0.72,0.89,4,217.0,3,0,0,support,medium
7681,0.0,0.5,0.83,4,242.0,2,0,0,support,medium
7682,0.0,0.89,0.56,3,224.0,2,0,0,support,medium
7683,0.0,0.56,0.68,3,208.0,3,1,0,support,medium
7684,0.0,0.32,0.55,4,167.0,5,0,0,support,medium
7685,0.0,0.96,0.88,5,269.0,2,0,0,support,medium
7686,0.0,0.67,0.92,4,156.0,2,0,0,support,medium
7687,0.0,0.26,0.7,3,238.0,6,0,0,support,medium
7688,0.0,0.51,0.9,5,193.0,4,0,0,support,medium
7689,0.0,0.16,0.78,4,196.0,5,0,0,technical,high
7690,0.0,0.77,0.71,5,233.0,2,0,0,technical,low
7691,0.0,0.67,0.52,2,152.0,5,0,0,technical,medium
7692,0.0,0.36,0.77,4,252.0,2,0,0,management,medium
7693,0.0,0.69,0.82,3,262.0,5,1,0,IT,medium
7694,0.0,0.72,0.76,3,261.0,4,0,0,IT,medium
7695,0.0,0.72,0.81,4,144.0,2,0,0,IT,low
7696,0.0,0.88,0.95,4,234.0,3,0,0,IT,low
7697,0.0,0.91,0.55,2,234.0,2,0,0,IT,low
7698,0.0,0.96,0.6,4,170.0,2,1,0,product_mng,low
7699,0.0,0.49,0.8,3,238.0,4,0,0,product_mng,low
7700,0.0,0.59,0.97,5,242.0,3,0,0,product_mng,low
7701,0.0,0.8,0.87,4,209.0,3,0,0,product_mng,low
7702,0.0,0.91,0.67,4,206.0,3,0,0,IT,low
7703,0.0,0.18,0.79,4,240.0,5,0,0,RandD,low
7704,0.0,0.94,0.58,5,215.0,2,0,0,RandD,low
7705,0.0,0.44,0.61,3,147.0,4,0,0,RandD,low
7706,0.0,0.96,0.59,2,265.0,2,0,0,RandD,low
7707,0.0,0.55,0.97,4,162.0,3,0,0,RandD,low
7708,0.0,0.99,0.54,4,239.0,3,0,0,marketing,low
7709,0.0,0.75,0.88,3,224.0,2,0,0,sales,low
7710,0.0,0.66,0.78,4,256.0,3,0,0,accounting,low
7711,0.0,0.96,0.57,3,263.0,3,0,0,support,low
7712,0.0,0.6,0.86,6,272.0,4,0,0,technical,low
7713,0.0,0.64,0.78,4,159.0,4,0,0,management,medium
7714,0.0,0.85,0.8,4,219.0,2,0,0,marketing,medium
7715,0.0,0.3,0.53,3,210.0,6,0,0,marketing,medium
7716,0.0,0.74,0.95,4,237.0,3,1,0,marketing,medium
7717,0.0,0.14,0.8,5,226.0,3,0,0,sales,medium
7718,0.0,0.93,0.76,3,212.0,3,0,0,sales,medium
7719,0.0,0.75,0.48,3,250.0,5,0,0,sales,medium
7720,0.0,0.58,0.63,4,171.0,3,0,0,sales,medium
7721,0.0,0.59,0.6,3,149.0,4,0,0,sales,medium
7722,0.0,0.2,0.9,5,228.0,6,0,0,sales,medium
7723,0.0,1.0,0.84,3,215.0,2,0,0,sales,medium
7724,0.0,0.51,0.51,3,272.0,3,0,0,sales,medium
7725,0.0,0.16,0.72,4,192.0,6,0,0,sales,high
7726,0.0,0.77,0.56,5,226.0,4,0,0,sales,low
7727,0.0,0.61,0.47,2,149.0,3,0,0,sales,medium
7728,0.0,0.73,0.51,3,244.0,2,0,0,sales,medium
7729,0.0,0.52,0.85,4,193.0,3,0,0,sales,medium
7730,0.0,0.13,0.72,4,247.0,3,0,0,sales,medium
7731,0.0,0.73,0.62,3,181.0,3,0,0,sales,low
7732,0.0,0.39,0.68,2,137.0,3,1,0,sales,low
7733,0.0,0.92,0.8,3,211.0,4,0,0,sales,low
7734,0.0,0.34,0.78,5,137.0,4,0,0,sales,low
7735,0.0,0.94,0.51,4,229.0,2,1,0,sales,low
7736,0.0,0.82,0.65,4,168.0,3,0,0,accounting,low
7737,0.0,0.26,0.69,4,180.0,3,1,0,accounting,low
7738,0.0,0.78,0.53,4,177.0,2,0,0,accounting,low
7739,0.0,0.61,0.95,4,191.0,2,0,0,hr,low
7740,0.0,0.5,0.53,3,191.0,2,1,0,hr,low
7741,0.0,0.52,0.96,4,125.0,3,0,0,hr,low
7742,0.0,0.89,0.79,4,152.0,3,0,0,hr,low
7743,0.0,0.85,0.52,4,174.0,2,0,0,technical,low
7744,0.0,0.62,0.86,4,135.0,3,0,0,technical,low
7745,0.0,0.38,0.67,2,117.0,3,0,0,technical,low
7746,0.0,0.55,0.49,2,180.0,5,1,0,technical,low
7747,0.0,0.83,0.84,4,146.0,3,0,0,technical,low
7748,0.0,0.62,0.65,3,249.0,3,0,0,technical,low
7749,0.0,0.6,0.54,3,136.0,3,1,0,technical,low
7750,0.0,0.62,0.5,4,198.0,3,1,0,technical,low
7751,0.0,0.23,0.88,5,201.0,3,0,0,technical,low
7752,0.0,0.13,0.74,6,132.0,4,1,0,technical,medium
7753,0.0,0.96,0.63,4,142.0,4,0,0,technical,medium
7754,0.0,0.5,0.74,5,256.0,3,1,0,support,medium
7755,0.0,0.66,0.72,3,135.0,2,0,0,support,medium
7756,0.0,0.61,0.72,4,209.0,2,0,0,support,medium
7757,0.0,0.45,0.48,5,287.0,5,0,0,support,medium
7758,0.0,0.5,0.95,4,222.0,3,1,0,support,medium
7759,0.0,0.75,0.82,3,227.0,2,0,0,support,medium
7760,0.0,0.88,0.5,4,162.0,2,0,0,support,medium
7761,0.0,0.49,0.79,5,206.0,2,0,0,support,medium
7762,0.0,0.82,0.87,5,273.0,6,0,0,support,medium
7763,0.0,0.92,0.65,4,135.0,3,0,0,support,medium
7764,0.0,0.4,0.85,5,99.0,2,1,0,support,high
7765,0.0,0.36,0.61,4,166.0,4,0,0,technical,low
7766,0.0,0.8,0.99,5,187.0,3,1,0,technical,medium
7767,0.0,0.68,0.65,4,134.0,3,0,0,technical,medium
7768,0.0,0.54,0.45,4,137.0,3,1,0,management,medium
7769,0.0,0.73,0.69,3,175.0,2,0,0,IT,medium
7770,0.0,0.64,0.49,5,188.0,2,0,0,IT,low
7771,0.0,0.12,0.39,5,161.0,4,0,0,IT,low
7772,0.0,0.6,0.7,4,145.0,6,0,0,IT,low
7773,0.0,0.36,0.62,4,111.0,6,0,0,IT,low
7774,0.0,0.63,0.76,3,176.0,2,0,0,product_mng,low
7775,0.0,0.67,0.94,2,192.0,3,0,0,product_mng,low
7776,0.0,0.83,0.9,3,179.0,2,1,0,product_mng,low
7777,0.0,0.48,0.9,4,224.0,3,0,0,product_mng,low
7778,0.0,0.89,0.56,4,241.0,5,0,0,IT,low
7779,0.0,0.71,0.96,3,201.0,3,0,0,RandD,low
7780,0.0,0.31,0.59,4,138.0,2,0,0,RandD,low
7781,0.0,0.89,0.84,5,168.0,2,0,0,RandD,low
7782,0.0,0.38,0.51,2,120.0,3,0,0,RandD,low
7783,0.0,0.88,0.92,3,179.0,3,0,0,RandD,low
7784,0.0,0.64,0.85,3,250.0,3,0,0,marketing,low
7785,0.0,0.65,0.74,4,237.0,3,1,0,sales,low
7786,0.0,0.65,0.81,4,192.0,3,0,0,accounting,low
7787,0.0,0.54,0.97,4,258.0,3,0,0,support,low
7788,0.0,0.69,0.76,4,257.0,4,0,0,technical,low
7789,0.0,0.77,0.78,2,271.0,3,0,0,management,low
7790,0.0,0.28,0.66,3,184.0,2,0,0,marketing,low
7791,0.0,0.33,0.4,6,214.0,6,0,0,marketing,medium
7792,0.0,0.83,0.68,4,198.0,3,0,0,marketing,medium
7793,0.0,0.89,0.73,3,274.0,2,0,0,sales,medium
7794,0.0,0.76,0.6,5,279.0,2,0,0,sales,medium
7795,0.0,0.83,0.64,5,272.0,2,0,0,sales,medium
7796,0.0,0.57,0.85,4,152.0,3,0,0,sales,medium
7797,0.0,0.61,0.89,2,287.0,4,0,0,sales,medium
7798,0.0,0.96,0.89,2,239.0,6,1,0,sales,medium
7799,0.0,0.17,0.5,4,274.0,6,0,0,sales,medium
7800,0.0,0.61,0.6,4,121.0,2,0,0,sales,medium
7801,0.0,0.73,0.74,5,199.0,2,0,0,sales,medium
7802,0.0,0.3,0.39,3,175.0,3,0,0,sales,medium
7803,0.0,0.42,0.67,2,115.0,3,0,0,sales,high
7804,0.0,0.65,0.75,3,194.0,4,1,0,sales,low
7805,0.0,0.17,0.45,2,119.0,3,0,0,sales,medium
7806,0.0,0.12,0.82,5,162.0,4,1,0,sales,medium
7807,0.0,0.7,0.78,5,264.0,2,0,0,sales,medium
7808,0.0,0.87,0.88,3,179.0,2,0,0,sales,medium
7809,0.0,0.43,0.44,5,213.0,3,0,0,sales,low
7810,0.0,0.84,0.65,3,269.0,2,0,0,sales,low
7811,0.0,0.94,0.55,3,160.0,3,0,0,sales,low
7812,0.0,0.89,0.76,4,133.0,2,0,0,accounting,low
7813,0.0,0.69,0.75,5,201.0,3,0,0,accounting,low
7814,0.0,0.18,0.99,4,160.0,5,0,0,accounting,low
7815,0.0,0.98,0.69,3,274.0,3,0,0,hr,low
7816,0.0,0.3,0.88,5,245.0,4,0,0,hr,low
7817,0.0,0.51,0.53,3,237.0,3,0,0,hr,medium
7818,0.0,0.76,0.9,3,279.0,6,0,0,hr,medium
7819,0.0,0.67,0.96,4,207.0,3,0,0,technical,medium
7820,0.0,0.12,0.84,4,218.0,6,0,0,technical,medium
7821,0.0,0.42,0.41,5,240.0,2,0,0,technical,medium
7822,0.0,0.69,0.76,3,153.0,3,0,0,technical,medium
7823,0.0,0.63,0.96,3,144.0,2,0,0,technical,medium
7824,0.0,0.66,0.62,2,159.0,3,1,0,technical,medium
7825,0.0,0.5,0.5,3,237.0,2,0,0,technical,medium
7826,0.0,0.67,0.82,5,148.0,2,1,0,technical,medium
7827,0.0,0.59,0.62,4,205.0,3,0,0,technical,medium
7828,0.0,0.75,0.78,2,264.0,3,1,0,technical,medium
7829,0.0,0.88,0.89,5,189.0,2,0,0,technical,medium
7830,0.0,0.99,0.75,3,243.0,3,0,0,support,medium
7831,0.0,0.44,0.42,2,199.0,2,0,0,support,medium
7832,0.0,0.65,0.78,4,205.0,2,0,0,support,medium
7833,0.0,0.88,0.63,3,184.0,4,0,0,support,medium
7834,0.0,0.58,0.79,2,274.0,4,0,0,support,medium
7835,0.0,0.99,0.9,4,181.0,3,0,0,support,medium
7836,0.0,0.76,0.71,3,205.0,2,0,0,support,medium
7837,0.0,0.14,0.98,5,172.0,5,0,0,support,medium
7838,0.0,0.57,0.86,3,164.0,2,0,0,support,medium
7839,0.0,0.52,0.82,3,138.0,2,1,0,support,medium
7840,0.0,0.71,0.55,5,262.0,3,0,0,support,medium
7841,0.0,0.27,0.75,5,264.0,3,0,0,technical,medium
7842,0.0,0.49,0.52,3,225.0,2,0,0,technical,high
7843,0.0,0.59,0.5,3,199.0,2,0,0,technical,high
7844,0.0,0.24,0.65,6,210.0,5,0,0,management,high
7845,0.0,0.18,0.87,6,226.0,4,0,0,IT,high
7846,0.0,0.73,0.62,5,134.0,3,0,0,IT,high
7847,0.0,0.78,0.63,6,111.0,6,0,0,IT,high
7848,0.0,0.94,0.73,5,142.0,2,1,0,IT,high
7849,0.0,0.86,0.53,3,213.0,3,0,0,IT,high
7850,0.0,0.97,0.88,4,139.0,2,0,0,product_mng,high
7851,0.0,0.49,0.54,3,145.0,3,0,0,product_mng,high
7852,0.0,0.82,0.48,4,149.0,6,0,0,product_mng,high
7853,0.0,0.86,0.64,4,147.0,2,1,0,product_mng,high
7854,0.0,0.3,0.39,3,193.0,3,1,0,IT,low
7855,0.0,0.7,0.38,4,270.0,2,0,0,RandD,low
7856,0.0,0.8,0.78,5,266.0,3,0,0,RandD,low
7857,0.0,0.36,0.63,2,278.0,4,0,0,RandD,low
7858,0.0,0.4,0.61,3,165.0,2,0,0,RandD,low
7859,0.0,0.8,0.58,4,175.0,2,0,0,RandD,low
7860,0.0,0.98,0.73,4,140.0,4,0,0,marketing,low
7861,0.0,0.92,0.67,3,149.0,3,0,0,sales,low
7862,0.0,0.68,1.0,3,205.0,4,0,0,accounting,low
7863,0.0,1.0,0.59,3,253.0,3,0,0,support,low
7864,0.0,0.8,0.54,3,222.0,4,0,0,technical,low
7865,0.0,0.85,0.69,4,216.0,4,0,0,management,low
7866,0.0,0.69,0.6,3,139.0,2,0,0,marketing,low
7867,0.0,0.57,0.52,4,252.0,2,0,0,marketing,low
7868,0.0,0.33,0.72,2,173.0,2,0,0,marketing,low
7869,0.0,0.19,0.48,6,178.0,3,1,0,sales,medium
7870,0.0,0.5,0.63,3,160.0,2,0,0,sales,medium
7871,0.0,0.52,0.88,3,261.0,4,0,0,sales,medium
7872,0.0,0.13,0.52,6,188.0,3,0,0,sales,medium
7873,0.0,0.18,0.73,4,219.0,5,0,0,sales,medium
7874,0.0,0.86,0.64,4,263.0,3,0,0,sales,medium
7875,0.0,0.86,0.59,4,165.0,3,0,0,sales,medium
7876,0.0,0.16,0.76,6,218.0,6,0,0,sales,medium
